# version: unknown
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.117929
# min_important_energy after initialization: 90

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 18000000
# iterations: 18000000
# working moves: 145232544
# total moves: 324000000
# acceptance rate: 0.448249

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0.0274016
45  0.162286
46  0.410394
47  0.757069
48  1.21897
49  1.76837
50  2.41237
51  3.1491
52  3.97039
53  4.88402
54  5.88074
55  6.9538
56  8.1062
57  9.34712
58  10.6641
59  12.054
60  13.5152
61  15.0345
62  16.6338
63  18.3134
64  20.0423
65  21.8537
66  23.7282
67  25.7003
68  27.7582
69  29.8928
70  32.118
71  34.4312
72  36.8637
73  39.3729
74  41.999
75  44.7294
76  47.5589
77  50.4823
78  53.532
79  56.744
80  60.0487
81  63.4636
82  67.0784
83  70.8175
84  74.5896
85  78.3505
86  81.7946
87  85.1057
88  88.559
89  92.3427
90  96.8487
91  101.849
92  106.849
93  111.849
94  116.849
95  121.849
96  126.849
97  131.849
98  136.849
99  141.849
100  146.849
101  151.849
102  156.849
103  161.849
104  166.849
105  171.849
106  176.849
107  181.849
