# version: unknown
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.333578
# min_important_energy after initialization: 102

# histogram method: simple flat
# init_iter_limit: 21000000
# iterations: 21000000
# working moves: 211302868
# total moves: 441000000
# acceptance rate: 0.479145

# energy	samples
50  0
51  1182615
52  643974
53  420646
54  295180
55  214565
56  160213
57  122481
58  95093
59  74928
60  60066
61  48696
62  39814
63  32938
64  27417
65  22938
66  19237
67  16188
68  13784
69  11752
70  10092
71  8674
72  7512
73  6527
74  5750
75  5038
76  4418
77  3876
78  3433
79  3041
80  2661
81  2374
82  2135
83  1910
84  1699
85  1487
86  1311
87  1138
88  986
89  855
90  726
91  597
92  491
93  383
94  307
95  244
96  188
97  150
98  116
99  92
100  73
101  55
102  50
103  2
