# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.201189
# min_important_energy after initialization: 88

# histogram method: simple flat
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 333809097
# total moves: 685900000
# acceptance rate: 0.486673

# energy	samples
46  0
47  2156875
48  1159908
49  749300
50  518324
51  372220
52  274414
53  206843
54  158930
55  123714
56  97632
57  78149
58  63159
59  51805
60  42847
61  35592
62  29813
63  25075
64  21314
65  18055
66  15486
67  13216
68  11388
69  9914
70  8721
71  7638
72  6664
73  5866
74  5144
75  4543
76  4003
77  3528
78  3069
79  2652
80  2261
81  1920
82  1564
83  1233
84  933
85  699
86  513
87  374
88  277
89  192
90  160
91  92
92  37
93  9
94  1
