# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.1
# fractional_sample_error after initialization: 0.00899535
# min_important_energy after initialization: 132

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 10000000000
# working moves: 118220308446
# total moves: 260000000000
# acceptance rate: 0.454693

# energy	samples
61  0
62  515497004
63  289226408
64  193010330
65  138629681
66  103120685
67  78506967
68  60890446
69  48020865
70  38419365
71  31135177
72  25522287
73  21134567
74  17661327
75  14879192
76  12626211
77  10788273
78  9275460
79  8022133
80  6973194
81  6089622
82  5341875
83  4705550
84  4159727
85  3688704
86  3283706
87  2930301
88  2622027
89  2352215
90  2114617
91  1905071
92  1719561
93  1556515
94  1411099
95  1282426
96  1168467
97  1066285
98  974668
99  892994
100  820028
101  754440
102  694515
103  640437
104  590381
105  544912
106  502574
107  463770
108  427383
109  392972
110  360781
111  330262
112  301191
113  274016
114  248470
115  224595
116  202551
117  182236
118  163887
119  147184
120  131560
121  116828
122  103016
123  89835
124  77011
125  64818
126  53105
127  41718
128  31118
129  19040
130  9947
131  6760
132  5260
133  65
