# version: 0.0.0-112-g79ba70e-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00796197
# min_important_energy after initialization: 123

# histogram method: simple flat
# init_iter_limit: 62500000
# iterations: 62500000
# working moves: 731063807
# total moves: 1562500000
# acceptance rate: 0.467881

# energy	samples
60  0
61  3196474
62  1737542
63  1144237
64  813438
65  600156
66  453772
67  350353
68  274898
69  218837
70  176890
71  144316
72  118953
73  99026
74  83071
75  70224
76  59787
77  51181
78  44091
79  38060
80  33169
81  29059
82  25535
83  22493
84  19850
85  17605
86  15633
87  13959
88  12499
89  11205
90  10034
91  8998
92  8072
93  7326
94  6596
95  5998
96  5480
97  5006
98  4593
99  4211
100  3874
101  3555
102  3253
103  2991
104  2747
105  2493
106  2303
107  2079
108  1879
109  1710
110  1515
111  1345
112  1211
113  1091
114  961
115  837
116  734
117  653
118  583
119  501
120  428
121  342
122  291
123  221
124  154
125  37
