# version: 0.0.0-112-g79ba70e-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00688876
# min_important_energy after initialization: 110

# histogram method: oetmmc
# init_iter_limit: 52900000
# iterations: 52900000
# working moves: 602775332
# total moves: 1216700000
# acceptance rate: 0.495418

# energy	samples
55  0
56  3397897
57  1832254
58  1197230
59  844675
60  618394
61  463771
62  354747
63  276081
64  218478
65  175058
66  141967
67  116209
68  95831
69  79797
70  66852
71  56422
72  47942
73  41071
74  35305
75  30467
76  26473
77  23008
78  20072
79  17637
80  15486
81  13716
82  12139
83  10805
84  9578
85  8552
86  7597
87  6806
88  6118
89  5508
90  4974
91  4441
92  4007
93  3606
94  3242
95  2895
96  2601
97  2321
98  2033
99  1799
100  1559
101  1320
102  1109
103  916
104  756
105  646
106  537
107  473
108  366
109  285
110  226
111  167
112  140
113  102
114  86
115  61
116  49
