# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.00614061
# min_important_energy after initialization: 88

# histogram method: tmmc
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 328692947
# total moves: 685900000
# acceptance rate: 0.479214

# energy	samples
46  0
47  2102133
48  1133081
49  732319
50  506386
51  362998
52  267871
53  201685
54  154934
55  120597
56  95469
57  76437
58  61760
59  50383
60  41459
61  34387
62  28704
63  24020
64  20427
65  17405
66  14890
67  12903
68  11098
69  9582
70  8349
71  7262
72  6342
73  5583
74  4853
75  4266
76  3738
77  3298
78  2880
79  2497
80  2131
81  1778
82  1482
83  1158
84  887
85  644
86  471
87  356
88  278
89  210
90  166
91  119
92  55
93  17
94  1
