# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.00397308
# min_important_energy after initialization: 83

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 32400000
# iterations: 32400000
# working moves: 103496658
# total moves: 583200000
# acceptance rate: 0.177463

# min_important_energy: 85

# energy   counts
29  5
30  19
31  50
32  329
33  1291
34  4369
35  13052
36  34609
37  80613
38  164421
39  292103
40  457110
41  631197
42  771548
43  835083
44  848475
45  849261
46  866032
47  867362
48  878593
49  885212
50  876525
51  881476
52  872535
53  870934
54  881508
55  886020
56  938945
57  974449
58  1001055
59  1002297
60  1023202
61  1060288
62  1102633
63  1075082
64  1062790
65  1040358
66  1086673
67  1077861
68  1051677
69  1040011
70  1010308
71  971125
72  996133
73  981093
74  998760
75  959377
76  897551
77  851170
78  783314
79  684677
80  595710
81  620879
82  1052444
83  3178371
84  7078058
85  11479659
86  8082422
87  11377661
88  49841376
89  166910063
90  285562796
