# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.200119
# min_important_energy after initialization: 77

# histogram method: simple flat
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 189021857
# total moves: 409600000
# acceptance rate: 0.461479

# energy	samples
38  0
39  1460099
40  788039
41  502573
42  342055
43  240983
44  175264
45  130351
46  99085
47  76648
48  60182
49  47844
50  38386
51  31208
52  25521
53  21139
54  17659
55  14811
56  12424
57  10514
58  9032
59  7725
60  6620
61  5699
62  4919
63  4262
64  3731
65  3243
66  2804
67  2410
68  2055
69  1717
70  1391
71  1104
72  786
73  494
74  219
75  103
76  65
77  52
78  33
79  19
80  6
