# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: -nan
# min_important_energy after initialization: 68

# histogram method: canonical (fixed temperature)
# kT: 0.4
# iterations: 3000000
# working moves: 21572874
# total moves: 60000000
# acceptance rate: 0.359548

# min_important_energy: 68

# energy   counts
52  17
53  1
54  4
55  3
57  20
58  100
59  110
60  47
61  139
62  269
63  215
64  295
65  318
66  1218
67  2672
68  6508
69  16110
70  38102
71  79620
72  158312
73  280661
74  492718
75  789486
76  1206105
77  1714339
78  2300445
79  2931774
80  3509094
81  3976321
82  4238913
83  4229319
84  4007886
85  3754777
86  3470549
87  3252512
88  3175832
89  3181598
90  3282873
91  3237476
92  2934527
93  2193633
94  1195484
95  338984
96  614
