# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.429134
# min_important_energy after initialization: 88

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 24465989
# total moves: 57000000
# acceptance rate: 0.429228

# min_important_energy: 88

# energy   counts
31  1
32  1
33  61
34  186
35  1123
36  3672
37  10603
38  28620
39  64788
40  131274
41  231707
42  371017
43  519452
44  651625
45  730780
46  737865
47  734798
48  727872
49  734483
50  735877
51  744660
52  753951
53  760084
54  779867
55  777594
56  769301
57  781614
58  793240
59  795993
60  801943
61  803515
62  811772
63  813226
64  814868
65  839568
66  858914
67  867021
68  898966
69  942519
70  969457
71  1002191
72  1041901
73  1059110
74  1098022
75  1129530
76  1154721
77  1225610
78  1346159
79  1426191
80  1463201
81  1495324
82  1558902
83  1609569
84  1830366
85  2130554
86  2976231
87  4084980
88  5911363
89  660730
90  1457
91  10
