# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.228835
# min_important_energy after initialization: 108

# histogram method: simple flat
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 503318731
# total moves: 1064800000
# acceptance rate: 0.472689

# min_important_energy: 108

# energy   counts
35  7
36  30
37  106
38  451
39  1731
40  7491
41  24915
42  78057
43  214729
44  530846
45  1168382
46  2324072
47  4176027
48  6763949
49  9898683
50  13140764
51  15787903
52  17282821
53  17195892
54  17187637
55  17204844
56  17209761
57  17199991
58  17202282
59  17182072
60  17195940
61  17131353
62  17105446
63  17087917
64  17076077
65  17043440
66  17107632
67  17169083
68  17264319
69  17289993
70  17340488
71  17435167
72  17440414
73  17359414
74  17309141
75  17268979
76  17250176
77  17253034
78  17337672
79  17334063
80  17365599
81  17308897
82  17393019
83  17320710
84  17266486
85  17295284
86  17327663
87  17113095
88  17107788
89  17006972
90  17057894
91  17082842
92  17261390
93  17511853
94  17863820
95  18155869
96  18329382
97  18297922
98  18318473
99  18441442
100  18390155
101  18598471
102  18533971
103  18316879
104  18127873
105  17581849
106  17099583
107  16626619
108  16388179
109  14381302
110  3345528
