# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00644356
# min_important_energy after initialization: 76

# histogram method: tmmc
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 181205217
# total moves: 409600000
# acceptance rate: 0.442396

# energy	samples
38  0
39  1393995
40  752411
41  480225
42  326154
43  230104
44  167103
45  123953
46  93956
47  72568
48  56827
49  45130
50  36328
51  29357
52  24036
53  19818
54  16413
55  13657
56  11397
57  9503
58  8056
59  6904
60  5897
61  5098
62  4377
63  3795
64  3298
65  2860
66  2467
67  2065
68  1740
69  1441
70  1197
71  954
72  704
73  468
74  264
75  147
76  86
77  63
78  29
79  12
80  9
