# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 9
# walls: 0
# cell dimensions: (3.84833, 3.84833, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 48
# min_T: 0.2
# fractional_sample_error after initialization: 0.014152
# min_important_energy after initialization: 28

# histogram method: tmmc
# init_iter_limit: 8100000
# iterations: 8100000
# working moves: 34746092
# total moves: 72900000
# acceptance rate: 0.476627

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0.221739
18  0.989232
19  2.3537
20  4.38493
21  7.11399
22  10.1683
23  13.1482
24  15.9956
25  18.9825
26  22.2383
27  26.0624
28  29.9113
29  34.9113
30  39.9113
31  44.9113
32  49.9113
33  54.9113
34  59.9113
35  64.9113
36  69.9113
37  74.9113
38  79.9113
39  84.9113
40  89.9113
41  94.9113
42  99.9113
43  104.911
44  109.911
45  114.911
46  119.911
47  124.911
