# version: 0.0.0-88-g616c435-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0914675
# min_important_energy after initialization: 102

# histogram method: tmmc
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 447237082
# total moves: 926100000
# acceptance rate: 0.482925

# energy	samples
50  0
51  2576099
52  1404887
53  917924
54  644594
55  468325
56  349939
57  267302
58  207180
59  163341
60  130227
61  105161
62  85962
63  70657
64  58681
65  49065
66  41292
67  35029
68  29750
69  25500
70  21844
71  18793
72  16321
73  14157
74  12316
75  10785
76  9482
77  8344
78  7384
79  6543
80  5818
81  5173
82  4614
83  4077
84  3587
85  3161
86  2801
87  2483
88  2181
89  1893
90  1614
91  1353
92  1087
93  883
94  709
95  552
96  450
97  355
98  276
99  209
100  176
101  139
102  116
103  7
