# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.1
# N: 30
# walls: 0
# cell dimensions: (10.7912, 10.7912, 10.7912)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 180
# min_T: 0.1
# fractional_sample_error after initialization: 0.0135671
# min_important_energy after initialization: 128

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 739960000
# working moves: 14267629507
# total moves: 22198800000
# acceptance rate: 0.642721

# min_important_energy: 128

# energy   counts
1  9
2  419
3  2836
4  17723
5  93652
6  398862
7  1422131
8  4262087
9  10863385
10  23983678
11  46244963
12  78652203
13  118949282
14  161034839
15  196496678
16  217196183
17  218572968
18  218547284
19  218459936
20  218272304
21  218188908
22  218118304
23  218008101
24  217773274
25  217682953
26  217647817
27  217597935
28  217721400
29  217523344
30  217247862
31  217157110
32  217055706
33  216762814
34  216793553
35  216657983
36  216721332
37  216587991
38  216298528
39  215935296
40  215695913
41  215108676
42  214913728
43  214979001
44  214888077
45  214722214
46  214587744
47  214459127
48  214559309
49  214723224
50  214895191
51  214886906
52  214922483
53  214853053
54  214802125
55  214737305
56  214719685
57  214723299
58  214707617
59  214687437
60  214883145
61  214927123
62  214622428
63  214570246
64  214335435
65  214475115
66  214577777
67  214754621
68  214574997
69  214465172
70  214743168
71  214875095
72  214925297
73  214858722
74  214918913
75  214675114
76  214721940
77  214596786
78  214783929
79  214594786
80  214681288
81  214464671
82  214833339
83  214882090
84  214915589
85  214593073
86  214412089
87  214599147
88  215135739
89  215015194
90  214217949
91  213955839
92  213677889
93  213673412
94  213165122
95  212901467
96  212311923
97  211597124
98  209995427
99  210351300
100  210678163
101  210727408
102  209822984
103  208996404
104  208758203
105  207500451
106  206910308
107  206344520
108  203353446
109  201555918
110  199618392
111  199859328
112  198151239
113  191632420
114  177231528
115  69286116
116  82379145
117  76246055
118  73277163
119  52341506
120  48522420
121  15553490
122  6318138
123  6964398
124  1368731
125  476595
126  89242
127  52874
128  188
