# version: 0.0.0-296-gced568d-dirty
# well_width: 1.3
# ff: 0.3
# N: 11
# walls: 0
# cell dimensions: (4.25448, 4.25448, 8.48528)
# seed: 6
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 0.00871286
# min_important_energy after initialization: 42

# histogram method: Vanilla Wang-Landau
# wl_factor: 1
# wl_fmod: 2
# wl_threshold: 0.0526316
# wl_cutoff: 1e-08
# init_iter_limit: 12100000
# iterations: 12100000
# working moves: 68965010
# total moves: 133100000
# acceptance rate: 0.518144

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0.0777664
24  0.416821
25  1.01938
26  1.90159
27  3.05364
28  4.46362
29  6.10482
30  7.8975
31  9.82129
32  11.8505
33  13.9467
34  16.1642
35  18.531
36  21.0195
37  23.6641
38  26.4871
39  29.8961
40  33.7594
41  37.4893
42  41.4513
43  46.4513
44  51.4513
45  56.4513
46  61.4513
47  66.4513
48  71.4513
49  76.4513
50  81.4513
51  86.4513
52  91.4513
53  96.4513
54  101.451
55  106.451
56  111.451
57  116.451
58  121.451
59  126.451
