# version: 0.0.0-176-g06e7d48-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 6
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.0123783
# min_important_energy after initialization: 129

# histogram method: simple flat
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 820689348
# total moves: 1757600000
# acceptance rate: 0.466937

# energy	samples
63  0
64  3552975
65  1923413
66  1268845
67  902759
68  666957
69  504728
70  390223
71  306536
72  244056
73  197058
74  160601
75  132490
76  110451
77  92733
78  78467
79  66754
80  57151
81  49289
82  42712
83  37217
84  32417
85  28472
86  25181
87  22303
88  19808
89  17676
90  15854
91  14186
92  12721
93  11476
94  10358
95  9408
96  8545
97  7791
98  7097
99  6497
100  5971
101  5483
102  5076
103  4717
104  4346
105  4019
106  3717
107  3425
108  3180
109  2892
110  2640
111  2394
112  2146
113  1938
114  1753
115  1570
116  1405
117  1258
118  1123
119  986
120  894
121  779
122  689
123  594
124  499
125  433
126  351
127  273
128  217
129  132
130  74
131  52
132  42
