# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 6
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00464721
# min_important_energy after initialization: 108

# histogram method: tmmc
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 539899501
# total moves: 1064800000
# acceptance rate: 0.507043

# energy	samples
52  0
53  3208141
54  1757015
55  1155278
56  815824
57  596055
58  447568
59  342646
60  267119
61  211108
62  169414
63  137782
64  112737
65  93202
66  77684
67  65305
68  55154
69  47072
70  40308
71  34570
72  29888
73  25861
74  22527
75  19709
76  17274
77  15151
78  13332
79  11799
80  10424
81  9227
82  8191
83  7286
84  6461
85  5838
86  5187
87  4691
88  4182
89  3744
90  3385
91  3006
92  2645
93  2326
94  2009
95  1708
96  1402
97  1142
98  928
99  736
100  624
101  532
102  441
103  340
104  265
105  199
106  154
107  131
108  101
109  71
110  48
