# version: 0.0.0-275-g22b78b0-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 19
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0047503
# min_important_energy after initialization: 102

# histogram method: oetmmc
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 490354240
# total moves: 926100000
# acceptance rate: 0.529483

# energy	samples
50  0
51  4035301
52  2173790
53  1402729
54  971562
55  697342
56  512337
57  384427
58  294297
59  228940
60  180574
61  144292
62  116164
63  94490
64  77629
65  64125
66  53385
67  44752
68  37723
69  31884
70  27029
71  23042
72  19744
73  17056
74  14787
75  12793
76  11118
77  9650
78  8467
79  7439
80  6428
81  5682
82  5023
83  4466
84  3892
85  3310
86  2888
87  2536
88  2193
89  1857
90  1508
91  1150
92  887
93  692
94  535
95  428
96  314
97  248
98  195
99  164
100  134
101  106
102  83
