# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0045903
# min_important_energy after initialization: 95

# histogram method: oetmmc
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 428487719
# total moves: 800000000
# acceptance rate: 0.53561

# energy	samples
48  3035777
49  3025726
50  2808626
51  2630037
52  2474090
53  2328062
54  2191434
55  2052859
56  1924882
57  1806235
58  1682772
59  1573461
60  1482265
61  1398370
62  1310893
63  1224445
64  1161069
65  1097239
66  1016231
67  970778
68  895837
69  845991
70  801436
71  774616
72  759820
73  611653
74  407801
75  623123
76  482098
77  448803
78  211866
79  371330
80  408405
81  352020
82  126909
83  211836
84  146507
85  211311
86  290121
87  61824
88  21960
89  55479
90  43392
91  22007
92  27382
93  22024
94  10654
95  11252
96  413
97  2
