# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.1
# fractional_sample_error after initialization: 0.0194324

# histogram method: tmmc
# none: 2000
# iterations: 16536000
# working moves: 139866596
# total moves: 330720000
# acceptance rate: 0.422915

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0.0618929
50  0.225385
51  0.486559
52  0.840778
53  1.28845
54  1.82601
55  2.452
56  3.1631
57  3.9583
58  4.8307
59  5.78455
60  6.8142
61  7.91748
62  9.09655
63  10.3389
64  11.6535
65  13.0376
66  14.4881
67  15.9945
68  17.5662
69  19.1906
70  20.8835
71  22.6344
72  24.45
73  26.3311
74  28.2715
75  30.2692
76  32.3352
77  34.4548
78  36.6511
79  38.911
80  41.2435
81  43.6172
82  46.076
83  48.6016
84  51.1941
85  53.762
86  56.4062
87  59.0066
88  61.548
89  64.0773
90  66.5918
91  69.1562
92  71.8455
93  74.7396
94  77.9713
95  81.8148
96  90.0676
97  100.068
98  110.068
99  120.068
100  130.068
101  140.068
102  150.068
103  160.068
104  170.068
105  180.068
106  190.068
107  200.068
108  210.068
109  220.068
110  230.068
111  240.068
112  250.068
113  260.068
114  270.068
115  280.068
116  290.068
117  300.068
118  310.068
119  320.068
