# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.266377
# min_important_energy after initialization: 65

# histogram method: tmmc
# none: 3000000
# iterations: 3000000
# working moves: 4188983
# total moves: 8298192
# acceptance rate: 0.504807

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.143938
36  0.415216
37  0.81371
38  1.32684
39  1.55051
40  2.42223
41  3.55547
42  4.51857
43  5.5807
44  6.74961
45  8.00492
46  9.3586
47  10.2035
48  12.3249
49  13.9332
50  15.6216
51  17.3942
52  18.9127
53  21.1933
54  23.2361
55  25.337
56  27.5037
57  29.7278
58  32.0035
59  34.36
60  36.8285
61  39.4302
62  42.1801
63  45.2864
64  48.8593
65  52.767
66  49.5895
67  54.5895
68  59.5895
69  64.5895
70  69.5895
71  74.5895
72  79.5895
73  84.5895
74  89.5895
75  94.5895
76  99.5895
77  104.59
78  109.59
79  114.59
80  119.59
81  124.59
82  129.59
83  134.59
