# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: -nan
# min_important_energy after initialization: 68

# histogram method: canonical (fixed temperature)
# kT: 0.5
# iterations: 3000000
# working moves: 25216694
# total moves: 60000000
# acceptance rate: 0.420278

# min_important_energy: 95

# energy   counts
52  17
53  1
54  4
55  3
56  68
57  346
58  1313
59  2576
60  7019
61  17244
62  40212
63  88313
64  177824
65  334131
66  597031
67  989049
68  1553502
69  2271668
70  3117328
71  4002119
72  4877551
73  5593115
74  5998506
75  6067926
76  5721558
77  5075160
78  4201525
79  3198057
80  2292367
81  1532183
82  975141
83  564556
84  322795
85  167150
86  88079
87  47084
88  29220
89  18630
90  12350
91  8871
92  5137
93  2218
94  670
95  383
