# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 95

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 29803923
# total moves: 60000000
# acceptance rate: 0.496732

# min_important_energy: 95

# energy   counts
32  3
33  4
34  26
35  140
36  606
37  1974
38  6436
39  18626
40  47192
41  108140
42  219416
43  389063
44  614265
45  884910
46  1135009
47  1306536
48  1351664
49  1341609
50  1342049
51  1330026
52  1325087
53  1316181
54  1306463
55  1297064
56  1293787
57  1288655
58  1284808
59  1283055
60  1275618
61  1273153
62  1272178
63  1274307
64  1278821
65  1285290
66  11666
67  1312889
68  1294696
69  1290688
70  1259326
71  1236941
72  1240226
73  1230345
74  1214863
75  1196515
76  25113
77  1192816
78  1194669
79  1203515
80  1201454
81  1176587
82  1195169
83  1193342
84  1181112
85  1152085
86  1108047
87  1078760
88  1041440
89  1004505
90  989252
91  952866
92  897383
93  898582
94  918734
95  954097
96  156
