# well_width: 1.3
# ff: 0.3
# N: 13
# walls: 0
# cell dimensions: (5.662, 5.662, 5.662)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.288917
# min_important_energy after initialization: 58

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 20688068
# total moves: 39000000
# acceptance rate: 0.530463

# min_important_energy: 58

# energy   counts
18  9
19  19
20  81
21  276
22  1611
23  7770
24  28564
25  85531
26  213862
27  432621
28  735700
29  1054289
30  1292337
31  1363908
32  1345435
33  1336391
34  1336055
35  1330186
36  1323083
37  1325382
38  1328302
39  1355527
40  1367490
41  1362909
42  1359624
43  697582
44  715652
45  1440743
46  1456781
47  1454185
48  1419574
49  1384660
50  1355322
51  1332589
52  1320878
53  1293183
54  1267342
55  1290084
56  1261175
57  1322496
58  792
