# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0175076
# min_important_energy after initialization: 77

# histogram method: simple flat
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 189021857
# total moves: 409600000
# acceptance rate: 0.461479

# min_important_energy: 77

# energy   counts
25  3
26  56
27  656
28  3893
29  17887
30  68589
31  215265
32  576334
33  1321926
34  2608799
35  4437344
36  6547341
37  8432005
38  9508540
39  9479116
40  9465996
41  9507287
42  9502423
43  9530509
44  9571329
45  9611207
46  9614747
47  9619090
48  9586049
49  9503863
50  9498997
51  9471767
52  9468905
53  9487314
54  9550581
55  9562696
56  9712059
57  9820945
58  9782122
59  9848101
60  9796558
61  9774718
62  9919720
63  9907970
64  10007417
65  9942238
66  9940915
67  9955500
68  9868803
69  9506006
70  9448536
71  9554304
72  9779833
73  9113859
74  8527327
75  8188155
76  7803063
77  7929312
78  4390217
79  1286539
80  25269
