# version: 0.0.0-311-gfa31720-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00819296
# min_important_energy after initialization: 97

# histogram method: Wang-Landau
# wl_factor: 1
# wl_fmod: 2
# wl_threshold: 0.0526316
# wl_cutoff: 1e-08
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 156456042
# total moves: 800000000
# acceptance rate: 0.19557

# energy	samples
48  21568
49  21701
50  20261
51  19156
52  18560
53  17383
54  15776
55  14669
56  13234
57  11918
58  11354
59  10653
60  9763
61  9158
62  8776
63  8296
64  7618
65  7331
66  6853
67  6294
68  6058
69  6430
70  7055
71  7707
72  7926
73  8335
74  9366
75  10725
76  11202
77  11514
78  11035
79  10649
80  11148
81  11513
82  11503
83  12456
84  12451
85  8911
86  6162
87  4324
88  3284
89  2266
90  1479
91  865
92  543
93  342
94  227
95  81
96  1
97  1
