# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00849982
# min_important_energy after initialization: 102

# histogram method: simple flat
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 74660541
# total moves: 160520031
# acceptance rate: 0.465117

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0.0358328
52  0.165819
53  0.390817
54  0.706283
55  1.11308
56  1.60409
57  2.18159
58  2.84318
59  3.58273
60  4.39817
61  5.28973
62  6.25389
63  7.29074
64  8.39678
65  9.56487
66  10.7986
67  12.0924
68  13.4444
69  14.8635
70  16.3383
71  17.8715
72  19.4551
73  21.0919
74  22.7878
75  24.5424
76  26.3433
77  28.1999
78  30.1138
79  32.0759
80  34.1046
81  36.1884
82  38.3203
83  40.5082
84  42.7436
85  45.0305
86  47.3558
87  49.7095
88  52.0853
89  54.4575
90  56.8057
91  59.141
92  61.4697
93  63.8146
94  66.1917
95  68.634
96  71.1591
97  73.7888
98  76.5617
99  79.5317
100  82.7724
101  86.4266
102  90.87
103  95.87
104  100.87
105  105.87
106  110.87
107  115.87
108  120.87
109  125.87
110  130.87
111  135.87
112  140.87
113  145.87
114  150.87
115  155.87
116  160.87
117  165.87
118  170.87
119  175.87
