# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.291695
# min_important_energy after initialization: 66

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 4387450
# total moves: 8298192
# acceptance rate: 0.528724

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.147013
36  0.427465
37  0.831323
38  1.35644
39  1.99598
40  2.75497
41  3.61678
42  4.58399
43  5.65854
44  6.83828
45  8.09353
46  9.45046
47  9.89443
48  12.3836
49  13.993
50  14.8128
51  17.451
52  19.3213
53  21.261
54  23.2868
55  25.372
56  27.5013
57  29.6911
58  31.956
59  34.3037
60  36.7806
61  39.4154
62  42.2351
63  45.3398
64  48.8375
65  52.991
66  51.6856
67  56.6856
68  61.6856
69  66.6856
70  71.6856
71  76.6856
72  81.6856
73  86.6856
74  91.6856
75  96.6856
76  101.686
77  106.686
78  111.686
79  116.686
80  121.686
81  126.686
82  131.686
83  136.686
