# version: 0.0.0-227-g625f2f4
# well_width: 1.1
# ff: 0.1
# N: 10
# walls: 0
# cell dimensions: (7.4822, 7.4822, 7.4822)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.1
# fractional_sample_error after initialization: 0.00996568
# min_important_energy after initialization: 27

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 78634426
# working moves: 337827598
# total moves: 786344265
# acceptance rate: 0.429618

# energy	ln(weight)
0  0
1  0
2  0
3  0.715555
4  1.81596
5  3.22581
6  4.89744
7  6.78209
8  8.85032
9  11.0707
10  13.4151
11  15.8667
12  18.4165
13  21.0374
14  23.6945
15  26.3675
16  29.2309
17  32.1043
18  34.8129
19  37.7688
20  41.0466
21  43.4339
22  46.8532
23  48.3713
24  47.9839
25  52.7889
26  56.9461
27  61.5153
28  71.5153
29  81.5153
30  91.5153
31  101.515
32  111.515
33  121.515
34  131.515
35  141.515
36  151.515
37  161.515
38  171.515
39  181.515
40  191.515
41  201.515
42  211.515
43  221.515
44  231.515
45  241.515
46  251.515
47  261.515
48  271.515
49  281.515
50  291.515
51  301.515
52  311.515
53  321.515
54  331.515
55  341.515
56  351.515
57  361.515
58  371.515
59  381.515
