# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.00264929
# min_important_energy after initialization: 88

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 332272597
# total moves: 685900000
# acceptance rate: 0.484433

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0.111628
48  0.317442
49  0.613377
50  1.00823
51  1.50409
52  2.08774
53  2.76904
54  3.53295
55  4.39579
56  5.32911
57  6.34371
58  7.44227
59  8.60393
60  9.85355
61  11.1633
62  12.5631
63  14.0157
64  15.5151
65  17.1123
66  18.7766
67  20.5078
68  22.2763
69  24.123
70  25.9978
71  27.9582
72  29.9979
73  32.1335
74  34.3649
75  36.6762
76  39.0451
77  41.519
78  44.1154
79  46.804
80  49.5928
81  52.4469
82  55.4665
83  58.5206
84  61.6543
85  64.7397
86  67.8285
87  70.956
88  74.4852
89  79.4852
90  84.4852
91  89.4852
92  94.4852
93  99.4852
94  104.485
95  109.485
96  114.485
97  119.485
98  124.485
99  129.485
100  134.485
101  139.485
102  144.485
103  149.485
104  154.485
105  159.485
106  164.485
107  169.485
