# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0045903
# min_important_energy after initialization: 95

# histogram method: tmmc
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 414863289
# total moves: 800000000
# acceptance rate: 0.518579

# energy	samples
48  2559102
49  2546188
50  2424723
51  2292897
52  2164765
53  2042735
54  1927448
55  1819749
56  1715494
57  1619195
58  1524516
59  1440315
60  1360709
61  1285743
62  1214126
63  1146706
64  1083266
65  1022987
66  968169
67  915555
68  864595
69  820405
70  777650
71  735280
72  697088
73  659621
74  623695
75  587494
76  547741
77  510298
78  465124
79  434121
80  383571
81  354074
82  325785
83  295109
84  220551
85  222850
86  210421
87  189147
88  78249
89  89035
90  89694
91  84539
92  71736
93  40450
94  16778
95  9875
96  61
