# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.1
# fractional_sample_error after initialization: 0.0194324

# histogram method: oetmmc
# none: 2000
# iterations: 16536000
# working moves: 139866596
# total moves: 330720000
# acceptance rate: 0.422915

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  -0.00642459
50  0.229423
51  0.551888
52  0.973027
53  1.48273
54  2.08419
55  2.77276
56  3.54723
57  4.40121
58  5.3361
59  6.34964
60  7.4403
61  8.60173
62  9.83383
63  11.1379
64  12.5088
65  13.9482
66  15.4504
67  17.0157
68  18.6338
69  20.3168
70  22.0608
71  23.8668
72  25.7423
73  27.6795
74  29.6781
75  31.7395
76  33.862
77  36.0483
78  38.3128
79  40.6362
80  43.0376
81  45.4709
82  47.9949
83  50.5719
84  53.2099
85  55.7916
86  58.4357
87  61.0058
88  63.5107
89  66.0556
90  68.6367
91  71.3272
92  74.2069
93  77.4387
94  81.2288
95  89.1569
96  99.6348
97  109.635
98  119.635
99  129.635
100  139.635
101  149.635
102  159.635
103  169.635
104  179.635
105  189.635
106  199.635
107  209.635
108  219.635
109  229.635
110  239.635
111  249.635
112  259.635
113  269.635
114  279.635
115  289.635
116  299.635
117  309.635
118  319.635
119  329.635
