# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.526745
# min_important_energy after initialization: 88

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 7860146
# total moves: 17115276
# acceptance rate: 0.459247

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0.0902342
48  0.297922
49  -0.599373
50  -0.53657
51  1.47723
52  0.910287
53  2.12314
54  3.06493
55  4.33948
56  5.26976
57  4.95566
58  6.48161
59  7.41893
60  8.8176
61  11.0493
62  12.4424
63  7.12579
64  13.9676
65  16.9858
66  18.635
67  20.3548
68  22.1403
69  23.668
70  25.6637
71  27.9479
72  30.0268
73  32.1667
74  34.3956
75  36.7024
76  39.0718
77  41.5161
78  44.0315
79  46.6554
80  49.3624
81  52.1593
82  55.0795
83  58.1213
84  61.2848
85  64.585
86  68.0683
87  71.7268
88  74.4904
89  79.8222
90  85.3595
91  90.6505
92  89.1907
93  94.1907
94  99.1907
95  104.191
96  109.191
97  114.191
98  119.191
99  124.191
100  129.191
101  134.191
102  139.191
103  144.191
104  149.191
105  154.191
106  159.191
107  164.191
