# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 95

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 3644507
# total moves: 10896000
# acceptance rate: 0.334481

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0.0559991
50  0.217338
51  0.4663
52  0.820079
53  1.26301
54  1.80275
55  2.42526
56  3.13608
57  3.93077
58  4.80565
59  5.75698
60  6.78232
61  7.89038
62  9.06368
63  10.3091
64  11.6249
65  13.0068
66  9.73522
67  15.9644
68  17.5384
69  19.1768
70  20.8642
71  22.6079
72  24.4235
73  26.2972
74  28.2178
75  30.2071
76  28.3992
77  34.4225
78  36.6225
79  38.9008
80  41.2369
81  43.656
82  46.1484
83  48.7011
84  51.3288
85  54.0018
86  56.6947
87  59.3731
88  62.0437
89  64.6762
90  67.2926
91  69.9277
92  72.5908
93  75.4565
94  78.6383
95  82.4428
96  82.376
97  87.376
98  92.376
99  97.376
100  102.376
101  107.376
102  112.376
103  117.376
104  122.376
105  127.376
106  132.376
107  137.376
108  142.376
109  147.376
110  152.376
111  157.376
112  162.376
113  167.376
114  172.376
115  177.376
116  182.376
117  187.376
118  192.376
119  197.376
