# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.00264929
# min_important_energy after initialization: 88

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 330353351
# total moves: 685900000
# acceptance rate: 0.481635

# energy	samples
46  0
47  2074546
48  1124047
49  729514
50  504697
51  361769
52  267023
53  201127
54  154699
55  120801
56  95750
57  76963
58  62425
59  51027
60  42123
61  34963
62  29364
63  24879
64  21092
65  17923
66  15446
67  13288
68  11534
69  9954
70  8670
71  7546
72  6617
73  5855
74  5111
75  4487
76  3898
77  3380
78  2926
79  2487
80  2105
81  1754
82  1464
83  1189
84  904
85  677
86  470
87  353
88  257
89  196
90  171
91  109
92  52
93  8
94  2
