# version: 0.0.0-211-g3ba4c9d-dirty
# well_width: 1.3
# ff: 0.3
# N: 28
# walls: 0
# cell dimensions: (7.31209, 7.31209, 7.31209)
# seed: 18
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 168
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 140

# histogram method: oetmmc
# init_iter_limit: 78400000
# iterations: 78400000
# working moves: 1542247312
# total moves: 2195200000
# acceptance rate: 0.702554

# min_important_energy: 140

# energy   counts
46  10
47  42
48  278
49  1088
50  4419
51  15511
52  50806
53  159354
54  448180
55  1158531
56  2765089
57  6071798
58  12289241
59  22930868
60  39604290
61  63189568
62  93461870
63  128043416
64  162776188
65  192163991
66  210990964
67  215625895
68  192809577
69  173935572
70  155627899
71  135177257
72  112988189
73  89999538
74  67576307
75  47212715
76  30585738
77  18238347
78  10005609
79  5089077
80  2407127
81  1070928
82  447882
83  177933
84  65219
85  22368
86  7390
87  2572
88  767
89  266
90  110
91  24
92  3
93  7
94  20
95  54
96  15
97  42
98  18
99  10
100  9
101  7
103  1
104  2
105  3
107  1
