# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 28
# walls: 0
# cell dimensions: (7.31209, 7.31209, 7.31209)
# seed: 18
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 168
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 140

# histogram method: tmmc
# init_iter_limit: 78400000
# iterations: 78400000
# working moves: 1543713129
# total moves: 2195200000
# acceptance rate: 0.703222

# min_important_energy: 140

# energy   counts
46  6
47  59
48  209
49  955
50  3931
51  14261
52  49680
53  153855
54  435636
55  1139887
56  2714765
57  5977966
58  12109285
59  22667876
60  39144301
61  62508134
62  92453022
63  126658033
64  160947688
65  190006110
66  208609317
67  213220461
68  196767617
69  178704199
70  158588101
71  136755958
72  113617424
73  89927853
74  67186659
75  46839981
76  30322102
77  18143870
78  10038284
79  5155251
80  2465341
81  1107942
82  467624
83  187012
84  71042
85  25115
86  8588
87  2843
88  1008
89  361
90  87
91  20
92  6
93  17
94  18
95  19
96  36
97  17
98  44
99  33
100  34
101  31
102  7
103  8
104  7
105  3
107  1
