# version: 0.0.0-211-g3ba4c9d-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 18
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.0111761
# min_important_energy after initialization: 65

# histogram method: simple flat
# init_iter_limit: 19600000
# iterations: 19600000
# working moves: 48027333
# total moves: 95852792
# acceptance rate: 0.501053

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.151051
36  0.425622
37  0.828063
38  1.35238
39  1.99027
40  2.74565
41  3.61383
42  4.58294
43  5.65375
44  6.81951
45  8.07523
46  9.42739
47  10.8624
48  12.3807
49  13.9906
50  15.6898
51  17.4742
52  19.342
53  21.2945
54  23.3154
55  25.4018
56  27.5574
57  29.7697
58  32.043
59  34.3997
60  36.8717
61  39.5042
62  42.3409
63  45.4347
64  48.9248
65  53.0534
66  58.0534
67  63.0534
68  68.0534
69  73.0534
70  78.0534
71  83.0534
72  88.0534
73  93.0534
74  98.0534
75  103.053
76  108.053
77  113.053
78  118.053
79  123.053
80  128.053
81  133.053
82  138.053
83  143.053
