# version: 0.0.0-181-gc332745-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 5
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0126311
# min_important_energy after initialization: 88

# histogram method: tmmc
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 332957087
# total moves: 685900000
# acceptance rate: 0.485431

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0.0984679
48  0.301246
49  0.604721
50  1.005
51  1.5012
52  2.09134
53  2.77001
54  3.53974
55  4.39272
56  5.32752
57  6.34086
58  7.43328
59  8.60027
60  9.841
61  11.1536
62  12.5345
63  13.9863
64  15.5009
65  17.0837
66  18.7337
67  20.4512
68  22.2347
69  24.0877
70  26.0092
71  27.9886
72  30.0367
73  32.1674
74  34.3831
75  36.6921
76  39.0385
77  41.5193
78  43.8183
79  46.4226
80  48.6848
81  51.0905
82  53.9907
83  56.8986
84  59.6259
85  62.2622
86  65.5161
87  68.1253
88  71.2036
89  76.2036
90  81.2036
91  86.2036
92  91.2036
93  96.2036
94  101.204
95  106.204
96  111.204
97  116.204
98  121.204
99  126.204
100  131.204
101  136.204
102  141.204
103  146.204
104  151.204
105  156.204
106  161.204
107  166.204
