# version: 0.0.0-176-g06e7d48-dirty
# well_width: 1.3
# ff: 0.3
# N: 11
# walls: 0
# cell dimensions: (4.25448, 4.25448, 8.48528)
# seed: 5
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 0.0185631
# min_important_energy after initialization: 42

# histogram method: simple flat
# init_iter_limit: 12100000
# iterations: 12100000
# working moves: 16906744
# total moves: 32895159
# acceptance rate: 0.513958

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0.0739603
24  0.410996
25  1.01276
26  1.88639
27  3.04015
28  4.44288
29  6.06994
30  7.87115
31  9.77346
32  11.7791
33  13.8628
34  16.0735
35  18.4082
36  20.8774
37  23.5354
38  26.4147
39  29.8472
40  33.5748
41  37.3695
42  41.187
43  46.187
44  51.187
45  56.187
46  61.187
47  66.187
48  71.187
49  76.187
50  81.187
51  86.187
52  91.187
53  96.187
54  101.187
55  106.187
56  111.187
57  116.187
58  121.187
59  126.187
