# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 28
# walls: 0
# cell dimensions: (7.31209, 7.31209, 7.31209)
# seed: 29
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 168
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 141

# histogram method: oetmmc
# init_iter_limit: 78400000
# iterations: 78400000
# working moves: 1523210414
# total moves: 2195200000
# acceptance rate: 0.693882

# min_important_energy: 141

# energy   counts
46  2
47  22
48  173
49  1041
50  3632
51  12957
52  43027
53  132621
54  370118
55  957881
56  2287068
57  5022040
58  10182152
59  19003119
60  32821381
61  52426050
62  77531300
63  106278449
64  135080401
65  159606383
66  175258763
67  179079692
68  169928874
69  163071385
70  156129139
71  146843422
72  135519522
73  121386740
74  104404693
75  84544588
76  62974412
77  42448977
78  25667668
79  13939575
80  6898228
81  3146932
82  1348787
83  538531
84  202699
85  71932
86  24709
87  7669
88  2241
89  751
90  159
91  64
92  4
93  4
94  2
95  10
96  4
97  2
98  2
99  3
