# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 28
# walls: 0
# cell dimensions: (7.31209, 7.31209, 7.31209)
# seed: 29
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 168
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 141

# histogram method: tmmc
# init_iter_limit: 78400000
# iterations: 78400000
# working moves: 1523897103
# total moves: 2195200000
# acceptance rate: 0.694195

# min_important_energy: 141

# energy   counts
46  11
47  75
48  183
49  698
50  3273
51  12774
52  42886
53  130885
54  369893
55  958699
56  2290859
57  5038940
58  10190914
59  19020376
60  32820064
61  52423199
62  77453962
63  106082680
64  134771904
65  159061529
66  174576157
67  178496545
68  173061988
69  166552243
70  158656712
71  148616914
72  136257914
73  121068678
74  102854349
75  82189351
76  60626296
77  40801704
78  24819732
79  13647800
80  6867353
81  3179067
82  1373498
83  557240
84  210512
85  75058
86  26012
87  7742
88  2326
89  649
90  269
91  46
92  14
93  4
94  2
95  10
96  4
97  2
98  2
99  3
