# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 10
# walls: 0
# cell dimensions: (4.05649, 4.05649, 8.48528)
# seed: 29
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 0.0540264
# min_important_energy after initialization: 37

# histogram method: simple flat
# init_iter_limit: 10000000
# iterations: 10000000
# working moves: 4107547
# total moves: 8904970
# acceptance rate: 0.461265

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0.128478
21  0.618846
22  1.47723
23  2.70318
24  4.31429
25  6.21833
26  8.33239
27  10.5183
28  12.7716
29  15.1023
30  17.5216
31  20.0952
32  22.9301
33  26.364
34  29.8065
35  34.6356
36  38.452
37  43.4105
38  114.071
39  114.071
40  114.071
41  114.071
42  114.071
43  114.071
44  114.071
45  114.071
46  114.071
47  114.071
48  114.071
49  114.071
50  114.071
51  114.071
52  114.071
53  114.071
54  114.071
55  114.071
56  114.071
57  114.071
58  114.071
59  114.071
