# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.019043
# min_important_energy after initialization: 77

# histogram method: simple flat
# init_iter_limit: 25600000
# iterations: 25600000
# working moves: 85574695
# total moves: 176394896
# acceptance rate: 0.485131

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0.127623
41  0.376783
42  0.741524
43  1.21529
44  1.79246
45  2.47811
46  3.25747
47  4.13226
48  5.10066
49  6.16105
50  7.30356
51  8.54184
52  9.86509
53  11.2654
54  12.7512
55  14.3162
56  15.9557
57  17.6891
58  19.5057
59  21.4192
60  23.4297
61  25.5454
62  27.7717
63  30.1231
64  32.6131
65  35.2442
66  38.0317
67  41.0008
68  44.1519
69  47.4993
70  50.9706
71  54.4669
72  57.9106
73  61.6096
74  65.5877
75  69.8458
76  74.5744
77  79.5474
78  84.5474
79  89.5474
80  94.5474
81  99.5474
82  104.547
83  109.547
84  114.547
85  119.547
86  124.547
87  129.547
88  134.547
89  139.547
90  144.547
91  149.547
92  154.547
93  159.547
94  164.547
95  169.547
