# version: 0.0.0-182-gdb69ef3-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0040385
# min_important_energy after initialization: 95

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 402347970
# total moves: 800000000
# acceptance rate: 0.502935

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0.0692032
50  0.239656
51  0.505313
52  0.867883
53  1.33197
54  1.86068
55  2.48195
56  3.2067
57  4.0078
58  4.8932
59  5.84712
60  6.87782
61  7.97231
62  9.14516
63  10.3781
64  11.6729
65  13.047
66  14.4638
67  15.9526
68  17.4917
69  19.086
70  20.7683
71  22.4786
72  24.2567
73  26.1075
74  28.0247
75  30.0091
76  32.0848
77  34.216
78  36.4043
79  38.6597
80  40.9914
81  43.4145
82  45.9056
83  48.4259
84  50.9574
85  53.5634
86  56.1665
87  58.7525
88  61.2202
89  63.6513
90  66.0586
91  68.5221
92  71.1441
93  73.9079
94  77.0623
95  80.8051
96  85.8051
97  90.8051
98  95.8051
99  100.805
100  105.805
101  110.805
102  115.805
103  120.805
104  125.805
105  130.805
106  135.805
107  140.805
108  145.805
109  150.805
110  155.805
111  160.805
112  165.805
113  170.805
114  175.805
115  180.805
116  185.805
117  190.805
118  195.805
119  200.805
