# version: 0.0.0-180-gcbcf83e-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 7
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0143698
# min_important_energy after initialization: 88

# histogram method: tmmc
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 365222732
# total moves: 685900000
# acceptance rate: 0.532472

# min_important_energy: 88

# energy   counts
30  4
31  50
32  269
33  1333
34  6210
35  25141
36  88439
37  262495
38  691586
39  1587487
40  3223800
41  5784922
42  9179173
43  12958721
44  16278282
45  18318554
46  18474835
47  18447148
48  18423003
49  18435456
50  18443858
51  18414777
52  18396028
53  18446092
54  18402719
55  18356043
56  18308891
57  18272579
58  18190657
59  18166323
60  18148091
61  18108975
62  18022360
63  17971907
64  17889317
65  17822932
66  17800895
67  17718471
68  17670280
69  17626067
70  17521820
71  17424249
72  17158573
73  16910882
74  16808021
75  16623126
76  16553063
77  15911790
78  15270207
79  13267816
80  8879534
81  1170070
82  1671095
83  1593872
84  1493552
85  1014033
86  948896
87  825881
88  241378
89  136262
90  64282
91  31750
92  14120
93  1558
