# version: 0.0.0-273-g79ef90c-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 7
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00480788
# min_important_energy after initialization: 95

# histogram method: oetmmc
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 427253776
# total moves: 800000000
# acceptance rate: 0.534067

# energy	samples
48  0
49  3698240
50  1980666
51  1270813
52  873891
53  622555
54  454779
55  339360
56  258295
57  199708
58  156475
59  124035
60  99659
61  80778
62  65935
63  54449
64  44986
65  37505
66  31490
67  26567
68  22552
69  19296
70  16559
71  14187
72  12121
73  10435
74  9004
75  7927
76  6948
77  6095
78  5366
79  4659
80  4090
81  3560
82  2998
83  2545
84  2137
85  1778
86  1435
87  1106
88  818
89  614
90  416
91  284
92  175
93  110
94  80
95  68
96  43
97  1
