# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 13
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00531413
# min_important_energy after initialization: 109

# histogram method: tmmc
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 499111087
# total moves: 1064800000
# acceptance rate: 0.468737

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0.00753276
54  0.105735
55  0.292579
56  0.569355
57  0.931075
58  1.37754
59  1.9047
60  2.51186
61  3.1955
62  3.95531
63  4.78666
64  5.69145
65  6.66185
66  7.70082
67  8.80331
68  9.96948
69  11.1939
70  12.4768
71  13.814
72  15.2053
73  16.6516
74  18.148
75  19.6961
76  21.2923
77  22.9362
78  24.6236
79  26.3501
80  28.1241
81  29.9393
82  31.7866
83  33.6836
84  35.63
85  37.6325
86  39.6738
87  41.7591
88  43.8917
89  46.0692
90  48.2823
91  50.5221
92  52.7923
93  55.0982
94  57.4022
95  59.7502
96  62.049
97  64.4611
98  66.7242
99  69.3481
100  71.9359
101  74.7197
102  77.6434
103  80.3959
104  83.2839
105  84.9741
106  88.549
107  92.0007
108  95.6993
109  100.405
110  105.405
111  110.405
112  115.405
113  120.405
114  125.405
115  130.405
116  135.405
117  140.405
118  145.405
119  150.405
120  155.405
121  160.405
122  165.405
123  170.405
124  175.405
125  180.405
126  185.405
127  190.405
128  195.405
129  200.405
130  205.405
131  210.405
