# version: 0.0.0-273-g79ef90c-dirty
# well_width: 1.3
# ff: 0.3
# N: 10
# walls: 0
# cell dimensions: (4.05649, 4.05649, 8.48528)
# seed: 23
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 0.0179356
# min_important_energy after initialization: 37

# histogram method: oetmmc
# init_iter_limit: 10000000
# iterations: 10000000
# working moves: 47426673
# total moves: 100000000
# acceptance rate: 0.474267

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0.0487735
21  0.466825
22  1.27149
23  2.42527
24  4.01325
25  5.92561
26  7.98861
27  10.1715
28  12.3116
29  14.8733
30  16.7662
31  18.8009
32  22.2886
33  24.6941
34  28.7928
35  32.337
36  35.9222
37  38.6947
38  43.6947
39  48.6947
40  53.6947
41  58.6947
42  63.6947
43  68.6947
44  73.6947
45  78.6947
46  83.6947
47  88.6947
48  93.6947
49  98.6947
50  103.695
51  108.695
52  113.695
53  118.695
54  123.695
55  128.695
56  133.695
57  138.695
58  143.695
59  148.695
