# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 12
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 0.00293213
# min_important_energy after initialization: 127

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 67600000
# iterations: 67600000
# working moves: 812656763
# total moves: 1757600000
# acceptance rate: 0.462367

# energy	samples
62  0
63  3700134
64  2012057
65  1331474
66  953368
67  710433
68  540961
69  419655
70  332224
71  266207
72  216556
73  177289
74  147073
75  123314
76  104157
77  88403
78  75614
79  64999
80  56088
81  48576
82  42308
83  36981
84  32441
85  28471
86  25159
87  22337
88  19839
89  17642
90  15761
91  14153
92  12699
93  11430
94  10335
95  9390
96  8486
97  7744
98  7068
99  6476
100  5908
101  5422
102  4975
103  4573
104  4199
105  3875
106  3565
107  3284
108  3020
109  2739
110  2488
111  2238
112  2040
113  1849
114  1659
115  1463
116  1316
117  1166
118  1027
119  899
120  809
121  711
122  625
123  525
124  441
125  365
126  302
127  223
128  171
129  116
130  73
131  42
132  36
